epoch,loss,val_loss
0,17.911645889282227,16.265960693359375
1,16.206079483032227,16.136205673217773
2,16.112071990966797,16.132835388183594
3,15.562898635864258,16.517032623291016
4,14.143075942993164,18.441837310791016
5,10.900602340698242,25.818105697631836
6,8.014517784118652,25.570999145507812
7,5.936038494110107,25.797212600708008
8,4.298603534698486,11.993066787719727
9,3.1522469520568848,31.796411514282227
10,2.2832207679748535,17.620166778564453
11,1.634611964225769,30.9970645904541
12,1.2296841144561768,27.235769271850586
13,0.9806650876998901,12.981831550598145
14,0.7031072378158569,30.58983039855957
15,0.5355185270309448,41.88801956176758
16,0.4136710464954376,9.879467010498047
17,0.3227127194404602,2.7107934951782227
18,0.2365374118089676,1.6513735055923462
19,0.1964671015739441,3.7878687381744385
20,0.17416010797023773,21.257118225097656
21,0.14325660467147827,12.064047813415527
22,0.09606841206550598,1.00332772731781
23,0.08296627551317215,2.4231903553009033
24,0.0651741474866867,0.9551339149475098
25,0.051464784890413284,0.768928050994873
26,0.04135144501924515,0.7387269735336304
27,0.03393476828932762,0.7899998426437378
28,0.03168690577149391,0.8474640846252441
29,0.025479868054389954,0.895883321762085
30,0.02254650555551052,0.7842612266540527
31,0.020924178883433342,0.7968698740005493
32,0.016811445355415344,1.337498664855957
33,0.018936332315206528,0.7967442274093628
34,0.01768517680466175,0.8933626413345337
35,0.018259171396493912,0.8998359441757202
36,0.024186136201024055,0.7882934808731079
37,0.010978885926306248,0.8657789826393127
38,0.007391100283712149,0.836035430431366
39,0.006191079039126635,0.8479599356651306
40,0.00580206885933876,0.8797142505645752
41,0.005010559689253569,0.8842747211456299
42,0.005027253646403551,0.8754110932350159
43,0.004201775416731834,0.8683382272720337
44,0.003785968292504549,0.8743720054626465
45,0.0037438112776726484,0.8894478678703308
46,0.0031529751140624285,0.9138075113296509
47,0.0032389627303928137,0.9187151193618774
48,0.0032843444496393204,0.9189908504486084
49,0.0036649450194090605,0.9128046035766602
50,0.003058765549212694,0.922482967376709
51,0.0025968945119529963,0.9324674606323242
52,0.0023266838397830725,0.9152036309242249
53,0.002113940427079797,0.9211408495903015
54,0.0022991138976067305,0.9278479218482971
55,0.002275831764563918,0.927882969379425
56,0.0019629779271781445,0.9281635284423828
57,0.001877069240435958,0.9353199005126953
58,0.001719578169286251,0.941502034664154
59,0.001663495902903378,0.9525739550590515
