epoch,loss,val_loss
0,19.034339904785156,16.42069435119629
1,16.25353240966797,16.41888999938965
2,15.856197357177734,16.513391494750977
3,15.089542388916016,14.9107666015625
4,12.704272270202637,21.8830509185791
5,8.94597053527832,30.806900024414062
6,7.125524044036865,27.669574737548828
7,5.741682529449463,32.24306106567383
8,3.8708090782165527,36.5738525390625
9,2.8039326667785645,36.58241653442383
10,2.0964300632476807,47.1108283996582
11,1.674992561340332,56.66901397705078
12,1.2346670627593994,29.697538375854492
13,0.8684468865394592,37.69343566894531
14,0.6363541483879089,27.911832809448242
15,0.44992974400520325,11.224580764770508
16,0.35323160886764526,9.372552871704102
17,0.3000999987125397,2.523562431335449
18,0.2636105716228485,3.0618858337402344
19,0.24225366115570068,1.49655282497406
20,0.24376225471496582,2.0078463554382324
21,0.23578137159347534,1.59737229347229
22,0.2230614721775055,6.5826616287231445
23,0.18532991409301758,2.2232229709625244
24,0.16128124296665192,1.6803771257400513
25,0.09493190795183182,1.4344309568405151
26,0.06596343219280243,14.510193824768066
27,0.06178104132413864,1.5268889665603638
28,0.052808135747909546,1.3532178401947021
29,0.0419541634619236,1.1502994298934937
30,0.0432392880320549,1.4828970432281494
31,0.032328128814697266,1.3222630023956299
32,0.022460568696260452,1.0643450021743774
33,0.014132042415440083,1.0845643281936646
34,0.009753203019499779,1.0704078674316406
35,0.008841007947921753,1.0774270296096802
36,0.007714435923844576,1.1165549755096436
37,0.006884019821882248,1.1309317350387573
38,0.006334960460662842,1.1143991947174072
39,0.005662259180098772,1.1624186038970947
40,0.0052091218531131744,1.1290502548217773
41,0.004882010631263256,1.0872230529785156
42,0.0045968275517225266,1.1357543468475342
43,0.0041051823645830154,1.1058845520019531
44,0.003941036760807037,1.1010385751724243
45,0.003716248320415616,1.09286367893219
46,0.003295284230262041,1.1259417533874512
47,0.0035929344594478607,1.1201008558273315
48,0.0033871368505060673,1.1344635486602783
49,0.003055417211726308,1.1193708181381226
50,0.0029965194407850504,1.1392772197723389
51,0.0028063664212822914,1.1437873840332031
